use_no, field_name, old_value, new_value, error_id
2528776, AMT_PRD_USED, 22.46, 5.6154, 170960
2528778, LBS_PRD_USED, 19.1227, 19.1227, 170961
2528778, AMT_PRD_USED, 67.25, 16.8148, 170961
2447039, ACRE_PLANTED, 42, 43, 166078
2447040, ACRE_PLANTED, 42, 43, 166079
2447041, ACRE_PLANTED, 42, 43, 166080
2447042, ACRE_PLANTED, 42, 43, 166081
2450027, ACRE_PLANTED, 13, 17, 166088
2442184, ACRE_PLANTED, 32, 44, 166032
2442185, ACRE_PLANTED, 32, 44, 166033
2443909, ACRE_PLANTED, 900, 700, 166040
2443910, ACRE_PLANTED, 900, 700, 166042
2443911, ACRE_PLANTED, 900, 700, 166044
2448401, ACRE_PLANTED, 13, 17, 166082
2448402, ACRE_PLANTED, 13, 17, 166083
2448403, ACRE_PLANTED, 13, 17, 166084
2468762, ACRE_PLANTED, 130, 147, 166204
2468763, ACRE_PLANTED, 130, 147, 166205
2468764, ACRE_PLANTED, 130, 147, 166206
2468765, ACRE_PLANTED, 130, 147, 166207
2468766, ACRE_PLANTED, 130, 147, 166208
2468767, ACRE_PLANTED, 130, 147, 166209
2467852, ACRE_PLANTED, 7, 10, 166199
2467853, ACRE_PLANTED, 7, 10, 166200
2467854, ACRE_PLANTED, 7, 10, 166201
2467855, ACRE_PLANTED, 7, 10, 166202
2467856, ACRE_PLANTED, 7, 10, 166203
2446215, ACRE_PLANTED, 6, 15, 166068
2446216, ACRE_PLANTED, 6, 15, 166069
2446217, ACRE_PLANTED, 6, 15, 166070
2467152, ACRE_PLANTED, 7, 14, 166191
2467153, ACRE_PLANTED, 7, 14, 166192
2467154, ACRE_PLANTED, 7, 14, 166193
2467155, ACRE_PLANTED, 7, 14, 166194
2455362, ACRE_PLANTED, 32, 33, 166132
2460916, ACRE_PLANTED, 18, 25, 166168
2460917, ACRE_PLANTED, 18, 25, 166169
2460918, ACRE_PLANTED, 18, 25, 166170
2460919, ACRE_PLANTED, 18, 25, 166171
2455010, ACRE_PLANTED, 68, 88, 166128
2455011, ACRE_PLANTED, 68, 88, 166129
2455012, ACRE_PLANTED, 68, 88, 166130
2455013, ACRE_PLANTED, 68, 88, 166131
2453035, ACRE_PLANTED, 13, 17, 166109
2453036, ACRE_PLANTED, 13, 17, 166110
2453037, ACRE_PLANTED, 13, 17, 166111
2453038, ACRE_PLANTED, 13, 17, 166112
2454381, ACRE_PLANTED, 20, 30, 166125
2454382, ACRE_PLANTED, 20, 30, 166126
2454383, ACRE_PLANTED, 20, 30, 166127
2475912, LBS_PRD_USED, .9782, .9782, 166378
2475912, AMT_PRD_USED, 3.5, .1049, 166378
2460228, ACRE_PLANTED, 7, 14, 166162
2460229, ACRE_PLANTED, 7, 14, 166163
2506636, ACRE_TREATED, .05, .24, 170547
2459710, ACRE_PLANTED, 18, 18.32, 166154
2459711, ACRE_PLANTED, 18, 18.32, 166155
2459712, ACRE_PLANTED, 18, 18.32, 166156
2459713, ACRE_PLANTED, 18, 18.32, 166157
2459714, ACRE_PLANTED, 18, 18.32, 166158
2459715, ACRE_PLANTED, 18, 18.32, 166159
2459716, ACRE_PLANTED, 18, 18.32, 166160
2459709, ACRE_PLANTED, 18, 18.32, 166153
4125791, LBS_PRD_USED, .0123, .0123, 251992
4125791, AMT_PRD_USED, 12, .1634, 251992
2476039, ACRE_TREATED, .02, 2.47, 166382
2476048, ACRE_TREATED, .01, 1.35, 166384
2453324, ACRE_PLANTED, 40, 41.11, 166118
2453325, ACRE_PLANTED, 40, 41.11, 166119
2453326, ACRE_PLANTED, 40, 41.11, 166120
2456976, ACRE_PLANTED, 93, 150, 166134
2456977, ACRE_PLANTED, 320, 450, 166135
2472940, LBS_PRD_USED, .0125, .0125, 166252
2472940, AMT_PRD_USED, 84, .1877, 166252
2472942, LBS_PRD_USED, .0003, .0003, 166253
2472942, AMT_PRD_USED, 3, .0046, 166253
2472946, LBS_PRD_USED, .0042, .0042, 166255
2472946, AMT_PRD_USED, 4, .0628, 166255
2472951, LBS_PRD_USED, .0838, .0838, 166258
2472951, AMT_PRD_USED, 120, 1.257, 166258
2472983, LBS_PRD_USED, .008, .008, 166261
2472983, AMT_PRD_USED, 25.5, .1068, 166261
2473856, LBS_PRD_USED, .0134, .0134, 166290
2473856, AMT_PRD_USED, 45, .1779, 166290
2456571, ACRE_PLANTED, 192, 195.71, 166133
2476067, ACRE_TREATED, .11, 3.83, 166386
2475155, ACRE_TREATED, .41, 16.86, 166347
2473454, LBS_PRD_USED, .1258, .1258, 166282
2473454, AMT_PRD_USED, 2, .0129, 166282
2476555, LBS_PRD_USED, .0034, .0034, 166404
2476555, AMT_PRD_USED, 3, .0486, 166404
2476557, LBS_PRD_USED, .0068, .0068, 166405
2476557, AMT_PRD_USED, 8, .0972, 166405
2476584, LBS_PRD_USED, .0027, .0027, 166406
2476584, AMT_PRD_USED, 7.5, .0356, 166406
2476587, LBS_PRD_USED, .0167, .0167, 166407
2476587, AMT_PRD_USED, 12, .2224, 166407
2476589, LBS_PRD_USED, .0107, .0107, 166408
2476589, AMT_PRD_USED, 28.5, .1423, 166408
2476591, LBS_PRD_USED, .008, .008, 166410
2476591, AMT_PRD_USED, 24, .1068, 166410
2452423, ACRE_PLANTED, 18, 18.95, 166101
2452424, ACRE_PLANTED, 18, 18.95, 166102
2452425, ACRE_PLANTED, 18, 18.95, 166103
2452426, ACRE_PLANTED, 18, 18.95, 166104
2452439, ACRE_PLANTED, 192, 195.71, 166105
2452440, ACRE_PLANTED, 192, 195.71, 166106
2452441, ACRE_PLANTED, 192, 195.71, 166107
2476980, ACRE_TREATED, .13, 4.2, 166425
2452442, ACRE_PLANTED, 192, 195.71, 166108
2458640, ACRE_PLANTED, 7, 14, 166139
2472684, LBS_PRD_USED, .0025, .0025, 166249
2472684, AMT_PRD_USED, 2, .0365, 166249
2475795, LBS_PRD_USED, .0013, .0013, 166369
2475795, AMT_PRD_USED, 6, .0178, 166369
2477061, LBS_PRD_USED, .1099, .1099, 166428
2477061, AMT_PRD_USED, 72, 1.6497, 166428
2477062, LBS_PRD_USED, .0003, .0003, 166429
2477062, AMT_PRD_USED, 3, .0046, 166429
2458689, ACRE_PLANTED, 193, 200, 166140
2458690, ACRE_PLANTED, 193, 200, 166141
2477075, LBS_PRD_USED, .0006, .0006, 166433
2477075, AMT_PRD_USED, 4, .0104, 166433
2477077, LBS_PRD_USED, .2388, .2388, 166434
2477077, AMT_PRD_USED, 25, .0282, 166434
2476233, LBS_PRD_USED, .0167, .0167, 166393
2476233, AMT_PRD_USED, 9, .2224, 166393
2460792, ACRE_PLANTED, 18, 18.95, 166166
2476296, LBS_PRD_USED, .0087, .0087, 166399
2476296, AMT_PRD_USED, 8, .1397, 166399
2476309, LBS_PRD_USED, .0034, .0034, 166400
2476309, AMT_PRD_USED, 4, .0486, 166400
2453915, ACRE_PLANTED, 200, 204, 166123
2453916, ACRE_PLANTED, 200, 204, 166124
2473189, LBS_PRD_USED, .0593, .0593, 166265
2473189, AMT_PRD_USED, 276, .8903, 166265
2473191, LBS_PRD_USED, .0436, .0436, 166267
2473191, AMT_PRD_USED, 48, .6547, 166267
2473192, LBS_PRD_USED, .0779, .0779, 166268
2473192, AMT_PRD_USED, 96, 1.1697, 166268
2473193, LBS_PRD_USED, .0858, .0858, 166269
2473193, AMT_PRD_USED, 500, 1.4691, 166269
2473197, LBS_PRD_USED, .1675, .1675, 166271
2473197, AMT_PRD_USED, 144, 2.5139, 166271
2473200, LBS_PRD_USED, .138, .138, 166272
2473200, AMT_PRD_USED, 1568, 2.0705, 166272
2473205, LBS_PRD_USED, .1103, .1103, 166273
2473205, AMT_PRD_USED, 144, 1.655, 166273
2505180, ACRE_PLANTED, 3.02, 3.27, 170497
2505181, ACRE_PLANTED, 3.02, 3.27, 170498
2505200, ACRE_PLANTED, 4.5, 6.13, 170499
2505201, ACRE_PLANTED, 4.5, 6.13, 170500
2510807, ACRE_PLANTED, 1200, 561.93, 170635
4082820, LBS_PRD_USED, .0062, .0062, 247071
4082820, AMT_PRD_USED, 14.19, .0006, 247071
4082823, LBS_PRD_USED, 16.0607, 16.0607, 247072
4082823, AMT_PRD_USED, 1224, 1.6561, 247072
4082838, LBS_PRD_USED, .0062, .0062, 247073
4082838, AMT_PRD_USED, 14.19, .0006, 247073
4082839, LBS_PRD_USED, .0012, .0012, 247074
4082839, AMT_PRD_USED, 34.13, .0001, 247074
4082840, LBS_PRD_USED, .0012, .0012, 247075
4082840, AMT_PRD_USED, 7.8, .0001, 247075
4082841, LBS_PRD_USED, 1.5109, 1.5109, 247076
4082841, AMT_PRD_USED, 253, 24.175, 247076
4082850, LBS_PRD_USED, 7.7561, 7.7561, 247077
4082850, AMT_PRD_USED, 127.5, .7949, 247077
2512903, LBS_PRD_USED, .0019, .0019, 170706
2512903, AMT_PRD_USED, 50, .0257, 170706
2525821, LBS_PRD_USED, 10.6411, 10.6411, 170922
2525821, AMT_PRD_USED, 37.42, 9.3568, 170922
2525826, LBS_PRD_USED, 6.5823, 6.5823, 170923
2525826, AMT_PRD_USED, 23.15, 5.7879, 170923
2525828, LBS_PRD_USED, 4.7028, 4.7028, 170924
2525828, AMT_PRD_USED, 16.54, 4.1353, 170924
2525832, LBS_PRD_USED, 5.0511, 5.0511, 170925
2525832, AMT_PRD_USED, 17.76, 4.4415, 170925
2523869, LBS_PRD_USED, 5.53, 5.53, 170908
2523869, AMT_PRD_USED, 110, .6445, 170908
3268265, ACRE_PLANTED, 806, 650.65, 189417
3268266, ACRE_PLANTED, 806, 650.65, 189418
2526818, LBS_PRD_USED, 4.6517, 4.6517, 170931
2526818, AMT_PRD_USED, 16.36, 4.0903, 170931
2526820, LBS_PRD_USED, 2.0714, 2.0714, 170932
2441137, ACRE_PLANTED, 18, 18.95, 166024
2441138, ACRE_PLANTED, 18, 18.95, 166025
2441139, ACRE_PLANTED, 18, 18.95, 166026
2434604, ACRE_PLANTED, 18, 18.95, 166006
2434605, ACRE_PLANTED, 18, 18.95, 166007
2462026, ACRE_PLANTED, 58, 60, 166176
2462027, ACRE_PLANTED, 58, 60, 166177
2462028, ACRE_PLANTED, 58, 60, 166178
2462029, ACRE_PLANTED, 58, 60, 166179
2462030, ACRE_PLANTED, 58, 60, 166180
2462031, ACRE_PLANTED, 58, 60, 166181
2435177, ACRE_PLANTED, 45, 50, 166008
2435178, ACRE_PLANTED, 45, 50, 166009
2435179, ACRE_PLANTED, 45, 50, 166010
2435180, ACRE_PLANTED, 45, 50, 166011
2435181, ACRE_PLANTED, 45, 50, 166012
2526820, AMT_PRD_USED, 7.28, 1.8214, 170932
2526824, LBS_PRD_USED, 3.6494, 3.6494, 170933
2526824, AMT_PRD_USED, 12.84, 3.209, 170933
2526827, LBS_PRD_USED, 2.4154, 2.4154, 170934
2526827, AMT_PRD_USED, 8.49, 2.1239, 170934
2526829, LBS_PRD_USED, 3.2129, 3.2129, 170935
2526829, AMT_PRD_USED, 11.3, 2.8252, 170935
2526834, LBS_PRD_USED, 2.4396, 2.4396, 170936
2526834, AMT_PRD_USED, 8.58, 2.1451, 170936
2526837, LBS_PRD_USED, 21.1798, 21.1798, 170937
2526837, AMT_PRD_USED, 74.49, 18.6237, 170937
2440151, ACRE_PLANTED, 18, 18.95, 166022
2440152, ACRE_PLANTED, 18, 18.95, 166023
2464539, LBS_PRD_USED, .4452, .4452, 166185
2464539, AMT_PRD_USED, 1, .0461, 166185
2525777, LBS_PRD_USED, 3.5968, 3.5968, 170916
2525777, AMT_PRD_USED, 12.65, 3.1627, 170916
2525312, LBS_PRD_USED, 5.553, 5.553, 170911
2525312, AMT_PRD_USED, 19.53, 4.8828, 170911
2525314, LBS_PRD_USED, 1.0805, 1.0805, 170912
2525314, AMT_PRD_USED, 3.8, .9501, 170912
2525318, LBS_PRD_USED, 5.3312, 5.3312, 170913
2525318, AMT_PRD_USED, 18.75, 4.6878, 170913
2525321, LBS_PRD_USED, 17.5006, 17.5006, 170914
2525321, AMT_PRD_USED, 61.55, 15.3885, 170914
2525780, LBS_PRD_USED, 1.1871, 1.1871, 170917
2525780, AMT_PRD_USED, 4.18, 1.0438, 170917
2525790, LBS_PRD_USED, 10.9269, 10.9269, 170919
2525790, AMT_PRD_USED, 38.43, 9.6081, 170919
2525794, LBS_PRD_USED, 1.0847, 1.0847, 170920
2525794, AMT_PRD_USED, 3.82, .9538, 170920
2525813, LBS_PRD_USED, 5.1251, 5.1251, 170921
2525813, AMT_PRD_USED, 18.02, 4.5065, 170921
2611188, GROWER_ID, 00000000000, ?, 172374
2611189, GROWER_ID, 00000000000, ?, 172375
2611440, GROWER_ID, 00000000000, ?, 172385
2611441, GROWER_ID, 00000000000, ?, 172386
2611442, GROWER_ID, 00000000000, ?, 172387
2611443, GROWER_ID, 00000000000, ?, 172389
2611444, GROWER_ID, 00000000000, ?, 172391
2611445, GROWER_ID, 00000000000, ?, 172392
2606471, SITE_CODE, 015025, -1, 172277
2606472, SITE_CODE, 015025, -1, 172278
2606473, SITE_CODE, 015025, -1, 172279
2606474, SITE_CODE, 015025, -1, 172280
2617986, ACRE_PLANTED, 6.5, 13, 172452
2617987, ACRE_PLANTED, 6.5, 13, 172453
2632991, LBS_PRD_USED, .0764, .0764, 172674
2632991, AMT_PRD_USED, 6, 1.1172, 172674
2634451, ACRE_PLANTED, 55.5, 55.6, 172725
2634452, ACRE_PLANTED, 55.5, 55.6, 172726
2634453, ACRE_PLANTED, 55.5, 55.6, 172727
2634454, ACRE_PLANTED, 122.9, 125.4, 172728
2634455, ACRE_PLANTED, 122.9, 125.4, 172729
2634456, ACRE_PLANTED, 122.9, 125.4, 172730
2634465, ACRE_PLANTED, 55.5, 55.6, 172731
2634466, ACRE_PLANTED, 55.5, 55.6, 172732
2637790, ACRE_PLANTED, 800, 651.5, 172747
2637794, ACRE_PLANTED, 800, 651.5, 172748
2611877, LBS_PRD_USED, .4107, .4107, 172411
2611877, AMT_PRD_USED, 12, .05, 172411
2619093, SITE_CODE, 001014, -1, 172505
2633943, LBS_PRD_USED, .0022, .0022, 172709
2633943, AMT_PRD_USED, 8.1, .9277, 172709
2607349, LBS_PRD_USED, .3029, .3029, 172290
2607349, AMT_PRD_USED, 16, .0343, 172290
2573913, ACRE_PLANTED, 2, 27.99, 171528
2573926, ACRE_PLANTED, 2, 16.55, 171529
2573927, ACRE_PLANTED, 2, 16.55, 171530
2574452, ACRE_PLANTED, 2, 19.16, 171541
2574042, ACRE_PLANTED, 2, 27.99, 171534
2574617, ACRE_PLANTED, 2, 27.99, 171545
2574618, ACRE_PLANTED, 2, 27.99, 171546
2576005, ACRE_PLANTED, 2, 27.99, 171575
2576028, ACRE_PLANTED, 2, 27.99, 171580
2611754, LBS_PRD_USED, .1875, .1875, 172410
2611754, AMT_PRD_USED, 6, .1875, 172410
2634377, ACRE_PLANTED, 122.9, 125.4, 172718
2634386, ACRE_PLANTED, 122.9, 125.4, 172719
2634389, ACRE_PLANTED, 91, 99.1, 172720
2634390, ACRE_PLANTED, 91, 99.1, 172721
2634403, ACRE_PLANTED, 91, 99.1, 172722
2634404, ACRE_PLANTED, 91, 99.1, 172723
2634405, ACRE_PLANTED, 91, 99.1, 172724
2684787, ACRE_PLANTED, 32, 40, 173360
2684788, ACRE_PLANTED, 32, 40, 173361
2684789, ACRE_PLANTED, 32, 40, 173362
2684790, ACRE_PLANTED, 32, 40, 173363
2708653, ACRE_PLANTED, 55.5, 55.6, 173508
2708654, ACRE_PLANTED, 55.5, 55.6, 173509
2722968, GROWER_ID, 00000000000, ?, 173713
2722969, GROWER_ID, 00000000000, ?, 173714
2722970, GROWER_ID, 00000000000, ?, 173715
2722971, GROWER_ID, 00000000000, ?, 173716
2722972, GROWER_ID, 00000000000, ?, 173717
2722973, GROWER_ID, 00000000000, ?, 173718
2722974, GROWER_ID, 00000000000, ?, 173719
2722975, GROWER_ID, 00000000000, ?, 173720
2722976, GROWER_ID, 00000000000, ?, 173721
2722977, GROWER_ID, 00000000000, ?, 173722
2723231, UNIT_TREATED, S, A, 173740
2710218, SITE_CODE, 001014, -1, 173557
2682830, ACRE_PLANTED, 23, 50, 173315
2682831, ACRE_PLANTED, 23, 50, 173316
2682832, ACRE_PLANTED, 23, 25, 173317
2682833, ACRE_PLANTED, 23, 25, 173318
2708684, ACRE_PLANTED, 91, 99.1, 173510
2708685, ACRE_PLANTED, 91, 99.1, 173511
2708694, ACRE_PLANTED, 122.9, 125.4, 173512
2708695, ACRE_PLANTED, 122.9, 125.4, 173513
2680633, ACRE_PLANTED, 453, 454, 173282
2680634, ACRE_PLANTED, 453, 454, 173283
2681011, ACRE_PLANTED, 64.2, 65.1, 173292
2684936, ACRE_PLANTED, 5, 37, 173371
2684937, ACRE_PLANTED, 5, 37, 173372
2684283, ACRE_PLANTED, 83.8, 84, 173350
2684284, ACRE_PLANTED, 83.8, 84, 173351
2685661, ACRE_PLANTED, 6.5, 13, 173389
2685662, ACRE_PLANTED, 6.5, 13, 173390
2689130, LBS_PRD_USED, 2.4988, 2.4988, 173402
2689130, AMT_PRD_USED, 80, 2.4988, 173402
2709627, LBS_PRD_USED, .0033, .0033, 173531
2709627, AMT_PRD_USED, 66, .0521, 173531
2709628, LBS_PRD_USED, .0172, .0172, 173532
2709628, AMT_PRD_USED, 4.8, .0017, 173532
2679315, ACRE_PLANTED, 23, 44, 173257
2679316, ACRE_PLANTED, 23, 44, 173258
2685515, ACRE_PLANTED, 31, 48, 173384
2685516, ACRE_PLANTED, 31, 48, 173385
2685517, ACRE_PLANTED, 31, 48, 173386
2685524, ACRE_PLANTED, 26, 76, 173387
2685525, ACRE_PLANTED, 26, 76, 173388
4100981, SITE_CODE, 066002, -1, 248456
4100982, SITE_CODE, 066002, -1, 248457
4100983, SITE_CODE, 066002, -1, 248458
4100984, SITE_CODE, 066002, -1, 248459
2681720, ACRE_PLANTED, 27.6, 37.6, 173301
2681721, ACRE_PLANTED, 27.6, 37.6, 173302
2681722, ACRE_PLANTED, 27.6, 37.6, 173303
2682977, ACRE_PLANTED, 48.3, 49, 173320
2682978, ACRE_PLANTED, 48.3, 49, 173321
2683822, ACRE_PLANTED, 88.7, 89, 173340
2683823, ACRE_PLANTED, 88.7, 89, 173341
2679882, ACRE_PLANTED, 27.6, 37.6, 173262
2679883, ACRE_PLANTED, 27.6, 37.6, 173264
2679884, ACRE_PLANTED, 27.6, 37.6, 173265
2679885, ACRE_PLANTED, 27.6, 37.6, 173266
2679886, ACRE_PLANTED, 27.6, 37.6, 173267
2681837, SITE_CODE, 015025, -1, 173304
2681838, SITE_CODE, 015025, -1, 173305
3125578, LBS_PRD_USED, .2498, .2498, 182424
3125578, AMT_PRD_USED, 35, .2498, 182424
3083123, ACRE_PLANTED, 41.6, 82, 180568
3083124, ACRE_PLANTED, 41.6, 82, 180569
3083125, ACRE_PLANTED, 41.6, 82, 180570
3121278, LBS_PRD_USED, .5345, .5345, 182272
3121278, AMT_PRD_USED, 240, 7.1175, 182272
3235047, SITE_CODE, 065019, -1, 187680
3235049, SITE_CODE, 065019, -1, 187681
3306662, ACRE_TREATED, .01, 2.52, 189851
3306663, ACRE_TREATED, .01, 1.88, 189852
3039450, LBS_PRD_USED, .7454, .7454, 180066
3039450, AMT_PRD_USED, 5.6, .6755, 180066
3064825, SITE_CODE, 001014, -1, 180337
3118197, LBS_PRD_USED, .0245, .0245, 182122
3118197, AMT_PRD_USED, 24, .3268, 182122
3212417, LBS_PRD_USED, 1.3491, 1.3491, 187170
3212417, AMT_PRD_USED, 100, 18.7738, 187170
3083419, ACRE_PLANTED, 47.73, 57.73, 180571
3120593, LBS_PRD_USED, .0034, .0034, 182239
3120593, AMT_PRD_USED, 4, .0486, 182239
3120600, LBS_PRD_USED, .0042, .0042, 182240
3120600, AMT_PRD_USED, 4.5, .0608, 182240
4097138, ACRE_PLANTED, 22, 30, 248178
4097139, ACRE_PLANTED, 22, 30, 248179
4097140, ACRE_PLANTED, 22, 30, 248180
3076302, ACRE_PLANTED, 21.63, 23.24, 180479
3076303, ACRE_PLANTED, 21.63, 23.24, 180480
3081988, ACRE_PLANTED, 58.6, 58.7, 180545
3083444, ACRE_PLANTED, 47.73, 57.73, 180572
3083445, ACRE_PLANTED, 47.73, 57.73, 180573
3093046, LBS_PRD_USED, .0099, .0099, 180835
3093046, AMT_PRD_USED, 11, .1465, 180835
3121578, LBS_PRD_USED, .0001, .0001, 182283
3121578, AMT_PRD_USED, 2.5, .0009, 182283
3121862, LBS_PRD_USED, 8.9381, 8.9381, 182289
3121862, AMT_PRD_USED, 480, 128.0001, 182289
3212223, LBS_PRD_USED, 32.8672, 32.8672, 187167
3212223, AMT_PRD_USED, 1660.16, 21.9172, 187167
3212224, LBS_PRD_USED, 1.8101, 1.8101, 187168
3212224, AMT_PRD_USED, 155.64, 1.5642, 187168
3076342, ACRE_PLANTED, 21.63, 23.24, 180481
3076343, ACRE_PLANTED, 21.63, 23.24, 180482
3076392, ACRE_PLANTED, 49.7, 49.71, 180483
3076393, ACRE_PLANTED, 49.7, 49.71, 180484
3076394, ACRE_PLANTED, 49.7, 49.71, 180485
3076400, ACRE_PLANTED, 49.7, 49.71, 180486
3076401, ACRE_PLANTED, 49.7, 49.71, 180487
3121621, LBS_PRD_USED, .0153, .0153, 182285
3121621, AMT_PRD_USED, 15, .2042, 182285
3117904, LBS_PRD_USED, .0007, .0007, 182114
3117904, AMT_PRD_USED, 3, .0089, 182114
3117910, LBS_PRD_USED, .0187, .0187, 182116
3117910, AMT_PRD_USED, 36, .2491, 182116
3117912, LBS_PRD_USED, .012, .012, 182117
3117912, AMT_PRD_USED, 7.5, .1601, 182117
3118263, LBS_PRD_USED, 3.7485, 3.7485, 182124
3118263, AMT_PRD_USED, 64, 36, 182124
3118265, LBS_PRD_USED, 3.4986, 3.4986, 182125
3118265, AMT_PRD_USED, 48, 33.6, 182125
3118267, LBS_PRD_USED, 2.9988, 2.9988, 182126
3118267, AMT_PRD_USED, 48, 28.8, 182126
3119791, ACRE_TREATED, .5, 6, 182208
4181344, ACRE_TREATED, .02, 3, 257391
3306914, ACRE_TREATED, .05, 1.26, 189854
3093266, LBS_PRD_USED, .3171, .3171, 180846
3093266, AMT_PRD_USED, 25, 4.7098, 180846
3459053, SITE_CODE, 001014, -1, 216584
2851249, LBS_PRD_USED, 3.8219, 3.8219, 176312
2851249, AMT_PRD_USED, 67.19, .4155, 176312
3077627, ACRE_PLANTED, 34.96, 37, 180516
3084425, ACRE_PLANTED, 47.73, 57.73, 180581
3084442, ACRE_PLANTED, 47.73, 57.73, 180582
2859611, ACRE_PLANTED, 130, 147.9, 176320
3084456, ACRE_PLANTED, 49.7, 49.71, 180586
3084458, ACRE_PLANTED, 49.7, 49.71, 180587
3084460, ACRE_PLANTED, 49.7, 49.71, 180588
3119186, ACRE_TREATED, .25, 10.12, 182173
3127001, LBS_PRD_USED, .0184, .0184, 182485
3127001, AMT_PRD_USED, 18, .2451, 182485
3402406, SITE_CODE, 001014, -1, 212206
3402505, SITE_CODE, 001014, -1, 212210
3268267, ACRE_PLANTED, 806, 650.65, 189419
3306469, ACRE_TREATED, .02, .36, 189841
3306477, LBS_PRD_USED, 6.1118, 6.1118, 189842
3306477, AMT_PRD_USED, 342.5, 85.6104, 189842
3122580, LBS_PRD_USED, 2.4447, 2.4447, 182313
3122580, AMT_PRD_USED, 178, 34.2443, 182313
3306525, ACRE_TREATED, .01, .18, 189845
3306535, ACRE_TREATED, .02, .36, 189846
3076775, ACRE_PLANTED, 47.73, 57.73, 180488
3076776, ACRE_PLANTED, 47.73, 57.73, 180489
3709099, ACRE_PLANTED, 800, 651.5, 224703
3709100, ACRE_PLANTED, 800, 651.5, 224704
3709101, ACRE_PLANTED, 800, 651.5, 224705
3709102, ACRE_PLANTED, 800, 651.5, 224706
3709103, ACRE_PLANTED, 800, 651.5, 224707
3709145, ACRE_PLANTED, 760, 654.03, 224708
3709146, ACRE_PLANTED, 760, 654.03, 224709
3709147, ACRE_PLANTED, 760, 654.03, 224710
3709148, ACRE_PLANTED, 760, 654.03, 224711
3709149, ACRE_PLANTED, 760, 654.03, 224712
3571381, LBS_PRD_USED, .9779, .9779, 220242
3571381, AMT_PRD_USED, .64, .107, 220242
3080371, ACRE_PLANTED, 21.63, 23.24, 180527
3080384, ACRE_PLANTED, 21.63, 23.24, 180528
3084383, ACRE_PLANTED, 8, 13, 180577
3084384, ACRE_PLANTED, 8, 13, 180578
3084385, ACRE_PLANTED, 8, 13, 180579
3123678, LBS_PRD_USED, .0084, .0084, 182353
3123678, AMT_PRD_USED, 16, .1115, 182353
3123683, LBS_PRD_USED, .0051, .0051, 182354
3123683, AMT_PRD_USED, 3.5, .0729, 182354
3618551, LBS_PRD_USED, 9.1691, 9.1691, 222189
3618551, AMT_PRD_USED, 250, 1.019, 222189
3618553, LBS_PRD_USED, 8.596, 8.596, 222190
3618553, AMT_PRD_USED, 130, .9553, 222190
3080398, ACRE_PLANTED, 21.63, 23.24, 180529
3082638, ACRE_PLANTED, 11, 44.81, 180549
3082639, ACRE_PLANTED, 11, 44.81, 180550
3082640, ACRE_PLANTED, 11, 44.81, 180551
3084414, ACRE_PLANTED, 47.73, 57.73, 180580
3118742, ACRE_TREATED, .25, 1.43, 182149
3807116, SITE_CODE, 065019, -1, 228239
3807117, SITE_CODE, 065019, -1, 228240
3807119, SITE_CODE, 065019, -1, 228241
3807471, LBS_PRD_USED, .9121, .9121, 228250
3807471, AMT_PRD_USED, 1738.762, .1049, 228250
3807635, LBS_PRD_USED, .9121, .9121, 228260
3807635, AMT_PRD_USED, 1708.257, .1049, 228260
3807650, LBS_PRD_USED, .9121, .9121, 228262
3807650, AMT_PRD_USED, 2177.638, .1049, 228262
3807713, LBS_PRD_USED, .9121, .9121, 228268
3807713, AMT_PRD_USED, 2209.435, .1049, 228268
3125468, LBS_PRD_USED, 8.9381, 8.9381, 182412
3125468, AMT_PRD_USED, 480, 128.0001, 182412
3126295, LBS_PRD_USED, .016, .016, 182447
3126295, AMT_PRD_USED, 31.5, .2135, 182447
3163258, LBS_PRD_USED, 9.0371, 9.0371, 186266
3163258, AMT_PRD_USED, 6024, 9.0371, 186266
3163259, LBS_PRD_USED, 11.2514, 11.2514, 186267
3163259, AMT_PRD_USED, 7795.5, 11.2514, 186267
3063502, SITE_CODE, 001014, -1, 180316
3063514, SITE_CODE, 001014, -1, 180318
3121203, LBS_PRD_USED, .0093, .0093, 182268
3121203, AMT_PRD_USED, 6, .1337, 182268
3121208, LBS_PRD_USED, .0001, .0001, 182269
3121208, AMT_PRD_USED, 6, .0002, 182269
3126841, LBS_PRD_USED, .0033, .0033, 182472
3126841, AMT_PRD_USED, 7.5, .0445, 182472
3618542, LBS_PRD_USED, 8.596, 8.596, 222183
3618542, AMT_PRD_USED, 180, .9553, 222183
3618549, LBS_PRD_USED, 20.0573, 20.0573, 222188
3618549, AMT_PRD_USED, 220, 2.2291, 222188
3082919, ACRE_PLANTED, 21.63, 23.24, 180553
3082920, ACRE_PLANTED, 21.63, 23.24, 180554
3082970, ACRE_PLANTED, 41.6, 82, 180555
3082971, ACRE_PLANTED, 41.6, 82, 180556
3082972, ACRE_PLANTED, 41.6, 82, 180557
4130840, LBS_PRD_USED, 39.9923, 39.9923, 252106
4130840, AMT_PRD_USED, 10, 5, 252106
4132943, LBS_PRD_USED, 6.8327, 6.8327, 252155
4132943, AMT_PRD_USED, 770.474, .8274, 252155
4133432, LBS_PRD_USED, 3.4163, 3.4163, 252171
4133432, AMT_PRD_USED, 385.237, .4137, 252171
4135303, LBS_PRD_USED, 3.4163, 3.4163, 252221
4135303, AMT_PRD_USED, 385.237, .4137, 252221
