use_no, field_name, old_value, new_value, error_id
1739306, AMT_PRD_USED, 45, 7.5775, 139324
1740919, LBS_PRD_USED, 3.3237, 3.3237, 139341
1740919, AMT_PRD_USED, .75, .2494, 139341
1740921, LBS_PRD_USED, 3.3237, 3.3237, 139342
1740921, AMT_PRD_USED, 1, .2494, 139342
1740099, LBS_PRD_USED, 5.9476, 5.9476, 139330
1740099, AMT_PRD_USED, 1.78, .4463, 139330
1740129, ACRE_TREATED, .08, 219894.22, 139331
1740599, ACRE_TREATED, .5, 2.99, 139336
1928767, ACRE_PLANTED, 553.45, 571, 142675
1928768, ACRE_PLANTED, 553.45, 571, 142676
1928769, ACRE_PLANTED, 553.45, 571, 142677
1928770, ACRE_PLANTED, 553.45, 571, 142678
1930082, ACRE_PLANTED, 120, 123, 142737
1930083, ACRE_PLANTED, 120, 123, 142738
1930084, ACRE_PLANTED, 120, 123, 142739
1930085, ACRE_PLANTED, 25, 26, 142740
1930086, ACRE_PLANTED, 25, 26, 142741
1930087, ACRE_PLANTED, 25, 26, 142742
1919684, ACRE_PLANTED, 42, 48, 142497
1920221, LBS_PRD_USED, 3.4275, 3.4275, 142500
1920221, AMT_PRD_USED, 5427.72, 38.7286, 142500
1920937, LBS_PRD_USED, 7.7665, 7.7665, 142505
1920937, AMT_PRD_USED, 4.37, .8238, 142505
1920938, LBS_PRD_USED, 7.2117, 7.2117, 142506
1920938, AMT_PRD_USED, 4.06, .7649, 142506
1920939, LBS_PRD_USED, 13.3139, 13.3139, 142507
1920939, AMT_PRD_USED, 7.5, 1.4122, 142507
1920940, LBS_PRD_USED, 6.657, 6.657, 142508
1920940, AMT_PRD_USED, 3.75, .7061, 142508
1915469, ACRE_PLANTED, 91, 99.1, 142366
1915470, ACRE_PLANTED, 91, 99.1, 142367
1915475, ACRE_PLANTED, 55.5, 55.6, 142368
1915476, ACRE_PLANTED, 55.5, 55.6, 142369
1915485, ACRE_PLANTED, 122.9, 125.4, 142370
1915486, ACRE_PLANTED, 122.9, 125.4, 142371
1915499, ACRE_PLANTED, 91, 99.1, 142372
1915500, ACRE_PLANTED, 91, 99.1, 142373
1915515, ACRE_PLANTED, 122.9, 125.4, 142374
1915516, ACRE_PLANTED, 122.9, 125.4, 142375
1915525, ACRE_PLANTED, 5.1, 6.6, 142376
1915526, ACRE_PLANTED, 5.1, 6.6, 142377
1915527, ACRE_PLANTED, 55.5, 55.6, 142378
1915528, ACRE_PLANTED, 55.5, 55.6, 142379
4083914, SITE_CODE, 010503, -1, 247331
4083848, LBS_PRD_USED, .8512, .8512, 247317
4083848, AMT_PRD_USED, .63, .0937, 247317
1921860, LBS_PRD_USED, .5835, .5835, 142514
1921860, AMT_PRD_USED, 150, 8.5378, 142514
1915555, ACRE_PLANTED, 122.9, 125.4, 142380
1915556, ACRE_PLANTED, 122.9, 125.4, 142381
1915596, ACRE_PLANTED, 122.9, 125.4, 142386
1915629, ACRE_PLANTED, 55.5, 55.6, 142387
1915630, ACRE_PLANTED, 55.5, 55.6, 142388
1915631, ACRE_PLANTED, 55.5, 55.6, 142389
1932160, ACRE_PLANTED, 51, 52, 142789
1932161, ACRE_PLANTED, 51, 52, 142790
1860468, SITE_CODE, 015025, -1, 141009
1860473, SITE_CODE, 015025, -1, 141010
1860474, SITE_CODE, 015025, -1, 141011
1860475, SITE_CODE, 015025, -1, 141012
1860476, SITE_CODE, 015025, -1, 141013
1860477, SITE_CODE, 015025, -1, 141014
1954110, LBS_PRD_USED, 4.2667, 4.2667, 143064
1954110, AMT_PRD_USED, 20, 4.2667, 143064
1954111, LBS_PRD_USED, 4.5655, 4.5655, 143065
1954111, AMT_PRD_USED, 186.33, .491, 143065
1954199, SITE_CODE, 001014, -1, 143072
1860503, SITE_CODE, 015025, -1, 141015
1860504, SITE_CODE, 015025, -1, 141016
1860505, SITE_CODE, 015025, -1, 141017
1927581, ACRE_PLANTED, 51, 52, 142605
1860584, SITE_CODE, 015025, -1, 141018
1860585, SITE_CODE, 015025, -1, 141019
1860586, SITE_CODE, 015025, -1, 141020
1860590, SITE_CODE, 015025, -1, 141024
1860591, SITE_CODE, 015025, -1, 141025
1860592, SITE_CODE, 015025, -1, 141026
1922132, ACRE_TREATED, .01, 2.67, 142519
1915876, ACRE_PLANTED, 91, 99.1, 142394
1915877, ACRE_PLANTED, 91, 99.1, 142395
1916935, LBS_PRD_USED, 3.5971, 3.5971, 142420
1916935, AMT_PRD_USED, 624, 50.0579, 142420
1861401, ACRE_TREATED, .01, .73, 141032
1930347, ACRE_PLANTED, 67, 67.2, 142755
1916638, ACRE_PLANTED, 460, 335.89, 142413
1916639, ACRE_PLANTED, 460, 335.89, 142414
1916640, ACRE_PLANTED, 460, 335.89, 142415
1916641, ACRE_PLANTED, 460, 335.89, 142416
1916800, SITE_CODE, 015025, -1, 142417
1916801, SITE_CODE, 015025, -1, 142418
1916834, ACRE_PLANTED, 460, 335.89, 142419
1863197, LBS_PRD_USED, .0764, .0764, 141091
1863197, AMT_PRD_USED, 75, 1.0946, 141091
1908023, ACRE_TREATED, .57, 38.16, 142314
1906431, ACRE_TREATED, .01, .99, 142267
1906434, ACRE_TREATED, .01, .38, 142269
1906437, ACRE_TREATED, .02, 1.44, 142270
1906441, LBS_PRD_USED, .0073, .0073, 142271
1906441, AMT_PRD_USED, 18, .0979, 142271
1929696, ACRE_PLANTED, 11, 12, 142730
1929697, ACRE_PLANTED, 11, 12, 142731
1928374, ACRE_PLANTED, 575.63, 600, 142659
1928375, ACRE_PLANTED, 575.63, 600, 142660
1928383, ACRE_PLANTED, 519.48, 533, 142661
1928384, ACRE_PLANTED, 519.48, 533, 142662
1928385, ACRE_PLANTED, 519.48, 533, 142663
1928386, ACRE_PLANTED, 519.48, 533, 142664
1904782, ACRE_TREATED, .41, 16.86, 142191
1908746, LBS_PRD_USED, .0136, .0136, 142343
1908746, AMT_PRD_USED, 6, .1945, 142343
1928009, ACRE_PLANTED, 160, 200, 142634
1928010, ACRE_PLANTED, 160, 200, 142635
1928011, ACRE_PLANTED, 160, 200, 142636
1928024, ACRE_PLANTED, 329.15, 330, 142637
1928025, ACRE_PLANTED, 329.15, 330, 142638
1928026, ACRE_PLANTED, 329.15, 330, 142639
1928027, ACRE_PLANTED, 329.15, 330, 142640
1928028, ACRE_PLANTED, 420.44, 450, 142641
1928029, ACRE_PLANTED, 420.44, 450, 142642
1928030, ACRE_PLANTED, 420.44, 450, 142643
1928031, ACRE_PLANTED, 420.44, 450, 142644
1928032, ACRE_PLANTED, 575.63, 600, 142645
1928033, ACRE_PLANTED, 575.63, 600, 142646
1929305, ACRE_PLANTED, 145, 148.24, 142698
1929306, ACRE_PLANTED, 145, 148.24, 142699
1929307, ACRE_PLANTED, 145, 148.24, 142700
1906151, LBS_PRD_USED, .0033, .0033, 142244
1906151, AMT_PRD_USED, 12, .0445, 142244
1908413, LBS_PRD_USED, .0033, .0033, 142330
1908413, AMT_PRD_USED, 3, .0445, 142330
1929354, ACRE_PLANTED, 92, 94.3, 142722
1907147, LBS_PRD_USED, 1.9558, 1.9558, 142293
1907147, AMT_PRD_USED, 102.75, 27.3953, 142293
1904907, LBS_PRD_USED, .0748, .0748, 142193
1904907, AMT_PRD_USED, 88.5, .9964, 142193
1904908, ACRE_TREATED, .11, 5.94, 142194
1904911, ACRE_TREATED, .02, 1.5, 142196
1930686, ACRE_PLANTED, 67, 67.2, 142772
1904190, LBS_PRD_USED, .0051, .0051, 142166
1904190, AMT_PRD_USED, 4, .0729, 142166
1907539, ACRE_TREATED, .66, 26.98, 142300
1926795, ACRE_PLANTED, 88.7, 89, 142594
1926796, ACRE_PLANTED, 88.7, 89, 142595
1926797, ACRE_PLANTED, 83.8, 84, 142596
1926798, ACRE_PLANTED, 83.8, 84, 142597
1904258, LBS_PRD_USED, 7.2622, 7.2622, 142169
1904258, AMT_PRD_USED, 780, 103.9999, 142169
1887414, ACRE_PLANTED, 91.9, 92, 142042
1887415, ACRE_PLANTED, 91.9, 92, 142043
1887416, ACRE_PLANTED, 91.9, 92, 142044
1887417, ACRE_PLANTED, 91.9, 92, 142045
1887418, ACRE_PLANTED, 91.9, 92, 142046
1908959, ACRE_TREATED, .47, 8.5, 142346
1908969, ACRE_TREATED, .53, 12.26, 142347
1904118, ACRE_TREATED, .27, 7.68, 142149
1904183, LBS_PRD_USED, .0034, .0034, 142165
1904183, AMT_PRD_USED, 3, .0486, 142165
1905592, LBS_PRD_USED, 12.2899, 12.2899, 142231
1905592, AMT_PRD_USED, 660, 176, 142231
1929118, ACRE_PLANTED, 23, 50, 142693
1929119, ACRE_PLANTED, 23, 50, 142694
1929120, ACRE_PLANTED, 23, 50, 142695
1929121, ACRE_PLANTED, 23, 50, 142696
1918441, ACRE_TREATED, .01, .61, 142463
1929589, ACRE_PLANTED, 243, 330, 142724
1929590, ACRE_PLANTED, 243, 330, 142725
1929591, ACRE_PLANTED, 243, 330, 142726
1929592, ACRE_PLANTED, 243, 330, 142727
1929593, ACRE_PLANTED, 243, 330, 142728
1929594, ACRE_PLANTED, 243, 330, 142729
1950697, GROWER_ID, 10131010404, 10171010404, 143041
1950698, GROWER_ID, 10131010404, 10171010404, 143042
1950699, GROWER_ID, 10131010404, 10171010404, 143043
1857787, LBS_PRD_USED, 2.1409, 2.1409, 140933
1857787, AMT_PRD_USED, 2, .2345, 140933
1857789, LBS_PRD_USED, 5.0603, 5.0603, 140934
1857789, AMT_PRD_USED, 36, .5624, 140934
1859795, SITE_CODE, 015025, -1, 140989
1859796, SITE_CODE, 015025, -1, 140990
1859797, SITE_CODE, 015025, -1, 140991
1859801, SITE_CODE, 015025, -1, 140995
1859802, SITE_CODE, 015025, -1, 140996
1859803, SITE_CODE, 015025, -1, 140997
1859804, SITE_CODE, 015025, -1, 140998
1859805, SITE_CODE, 015025, -1, 140999
1859806, SITE_CODE, 015025, -1, 141000
1858855, LBS_PRD_USED, 6.2475, 6.2475, 140940
1858855, AMT_PRD_USED, 2.25, 1.875, 140940
1917643, UNIT_TREATED, A, U, 142457
1917644, UNIT_TREATED, A, U, 142458
1917645, UNIT_TREATED, A, U, 142459
1935072, LBS_PRD_USED, .6097, .6097, 142855
1935072, AMT_PRD_USED, 46, 8.217, 142855
1948363, LBS_PRD_USED, 1.41, 1.41, 143034
1948363, AMT_PRD_USED, 20, .1567, 143034
1856114, LBS_PRD_USED, 3.1222, 3.1222, 140888
1856114, AMT_PRD_USED, 40, 39.9891, 140888
1917195, LBS_PRD_USED, .3641, .3641, 142440
1917195, AMT_PRD_USED, 8, .0469, 142440
1856688, LBS_PRD_USED, 20.8417, 20.8417, 140898
1856688, AMT_PRD_USED, 1.97, 1.5637, 140898
1917399, ACRE_TREATED, .75, 23784.01, 142444
1917530, LBS_PRD_USED, .1577, .1577, 142450
1917530, AMT_PRD_USED, 11, .0183, 142450
1856788, LBS_PRD_USED, 17.9428, 17.9428, 140899
1856788, AMT_PRD_USED, 1.69, 1.3463, 140899
1950127, GROWER_ID, 10131010404, 10171010404, 143040
1859079, LBS_PRD_USED, 3.6735, 3.6735, 140945
1859079, AMT_PRD_USED, 3.38, 2.205, 140945
1942822, SITE_CODE, 013001, -1, 142993
1942823, SITE_CODE, 013001, -1, 142994
1942824, SITE_CODE, 013001, -1, 142995
1857305, LBS_PRD_USED, 5.4478, 5.4478, 140916
1857305, AMT_PRD_USED, 2.25, 1.635, 140916
1857311, LBS_PRD_USED, 5.3229, 5.3229, 140918
1857311, AMT_PRD_USED, 2.25, 1.5975, 140918
1857315, LBS_PRD_USED, 9.996, 9.996, 140919
1857315, AMT_PRD_USED, 4.36, 3, 140919
1848393, LBS_PRD_USED, .4265, .4265, 140691
1848393, AMT_PRD_USED, 1.5, .375, 140691
1845604, LBS_PRD_USED, 10.1975, 10.1975, 140641
1845604, AMT_PRD_USED, 35.86, 8.9668, 140641
1845609, LBS_PRD_USED, 10.9823, 10.9823, 140642
1845609, AMT_PRD_USED, 38.63, 9.6569, 140642
1846423, LBS_PRD_USED, 5.3355, 5.3355, 140656
1846423, AMT_PRD_USED, 18.76, 4.6915, 140656
1846426, LBS_PRD_USED, 2.0614, 2.0614, 140657
1846426, AMT_PRD_USED, 7.25, 1.8126, 140657
1846428, LBS_PRD_USED, 5.1492, 5.1492, 140658
1846428, AMT_PRD_USED, 18.11, 4.5278, 140658
1846430, LBS_PRD_USED, 2.9258, 2.9258, 140659
1846430, AMT_PRD_USED, 10.29, 2.5727, 140659
1846432, LBS_PRD_USED, 1.4018, 1.4018, 140660
1846432, AMT_PRD_USED, 4.93, 1.2326, 140660
1846440, LBS_PRD_USED, 10.7065, 10.7065, 140661
1846440, AMT_PRD_USED, 37.65, 9.4143, 140661
1846447, LBS_PRD_USED, 8.0167, 8.0167, 140662
1846447, AMT_PRD_USED, 28.19, 7.0492, 140662
1846451, LBS_PRD_USED, 5.1251, 5.1251, 140663
1846451, AMT_PRD_USED, 18.02, 4.5065, 140663
1846454, LBS_PRD_USED, 9.3673, 9.3673, 140664
1846454, AMT_PRD_USED, 32.94, 8.2368, 140664
1845937, LBS_PRD_USED, 2.0756, 2.0756, 140647
1845937, AMT_PRD_USED, 7.3, 1.8251, 140647
1845946, LBS_PRD_USED, 17.3798, 17.3798, 140648
1845946, AMT_PRD_USED, 61.13, 15.2822, 140648
1845955, LBS_PRD_USED, 16.504, 16.504, 140649
1845955, AMT_PRD_USED, 58.05, 14.5122, 140649
1845957, LBS_PRD_USED, 4.3545, 4.3545, 140650
1845957, AMT_PRD_USED, 15.31, 3.829, 140650
1845961, LBS_PRD_USED, .4606, .4606, 140651
1845961, AMT_PRD_USED, 1.62, .405, 140651
1873559, SITE_CODE, 013001, -1, 141245
1873611, ACRE_PLANTED, 460, 335.89, 141248
1873612, ACRE_PLANTED, 460, 335.89, 141249
1850220, LBS_PRD_USED, 2.2747, 2.2747, 140757
1850220, AMT_PRD_USED, 8, 2.0001, 140757
1850223, LBS_PRD_USED, .853, .853, 140758
1850223, AMT_PRD_USED, 3, .75, 140758
1850226, LBS_PRD_USED, .2843, .2843, 140759
1850226, AMT_PRD_USED, 1, .25, 140759
1850229, LBS_PRD_USED, 3.412, 3.412, 140760
1850229, AMT_PRD_USED, 12, 3.0002, 140760
1850232, LBS_PRD_USED, 2.2747, 2.2747, 140761
1850232, AMT_PRD_USED, 8, 2.0001, 140761
1850235, LBS_PRD_USED, .1422, .1422, 140762
1850235, AMT_PRD_USED, .5, .125, 140762
1850238, LBS_PRD_USED, 1.706, 1.706, 140763
1850238, AMT_PRD_USED, 6, 1.5001, 140763
1850241, LBS_PRD_USED, 4.8336, 4.8336, 140764
1850241, AMT_PRD_USED, 17, 4.2503, 140764
1850244, LBS_PRD_USED, 4.9758, 4.9758, 140765
1850244, AMT_PRD_USED, 17.5, 4.3753, 140765
1850247, LBS_PRD_USED, .2843, .2843, 140766
1850247, AMT_PRD_USED, 1, .25, 140766
1850250, LBS_PRD_USED, 2.2747, 2.2747, 140767
1850250, AMT_PRD_USED, 8, 2.0001, 140767
1846616, ACRE_PLANTED, 18, 18.37, 140666
1846617, ACRE_PLANTED, 18, 18.37, 140667
1848852, LBS_PRD_USED, 1.6349, 1.6349, 140700
1848852, AMT_PRD_USED, 5.75, 1.4376, 140700
1848855, LBS_PRD_USED, 1.8482, 1.8482, 140701
1848855, AMT_PRD_USED, 6.5, 1.6251, 140701
1848858, LBS_PRD_USED, 1.9903, 1.9903, 140702
1848858, AMT_PRD_USED, 7, 1.7501, 140702
1848861, LBS_PRD_USED, .4265, .4265, 140703
1848861, AMT_PRD_USED, 1.5, .375, 140703
1848864, LBS_PRD_USED, .3554, .3554, 140704
1848864, AMT_PRD_USED, 1.25, .3125, 140704
1848867, LBS_PRD_USED, 2.0614, 2.0614, 140705
1873609, ACRE_PLANTED, 460, 335.89, 141246
1873610, ACRE_PLANTED, 460, 335.89, 141247
1852671, LBS_PRD_USED, .2949, .2949, 140811
1852671, AMT_PRD_USED, 352, 4.7598, 140811
1849498, LBS_PRD_USED, 5.6099, 5.6099, 140732
1849498, AMT_PRD_USED, 19.73, 4.9328, 140732
1848515, ACRE_PLANTED, 50.75, 52.27, 140693
1848516, ACRE_PLANTED, 50.75, 52.27, 140694
1848518, LBS_PRD_USED, .7435, .7435, 140695
1848518, AMT_PRD_USED, 2.62, .6538, 140695
1850829, LBS_PRD_USED, 3.1276, 3.1276, 140789
1850829, AMT_PRD_USED, 11, 2.7502, 140789
1849232, LBS_PRD_USED, .4265, .4265, 140716
1849232, AMT_PRD_USED, 1.5, .375, 140716
1849235, LBS_PRD_USED, .7108, .7108, 140717
1849235, AMT_PRD_USED, 2.5, .625, 140717
1849238, LBS_PRD_USED, .9952, .9952, 140718
1849238, AMT_PRD_USED, 3.5, .8751, 140718
1849241, LBS_PRD_USED, 3.5541, 3.5541, 140719
1849241, AMT_PRD_USED, 12.5, 3.1252, 140719
1849244, LBS_PRD_USED, 2.2747, 2.2747, 140720
1849244, AMT_PRD_USED, 8, 2.0001, 140720
1849247, LBS_PRD_USED, .3554, .3554, 140721
1849247, AMT_PRD_USED, 1.25, .3125, 140721
1849250, LBS_PRD_USED, .5687, .5687, 140722
1849250, AMT_PRD_USED, 2, .5, 140722
1849252, LBS_PRD_USED, 3.1987, 3.1987, 140723
1849252, AMT_PRD_USED, 11.25, 2.8127, 140723
1849254, LBS_PRD_USED, 3.9096, 3.9096, 140724
1849254, AMT_PRD_USED, 13.75, 3.4377, 140724
1849256, LBS_PRD_USED, 8.6366, 8.6366, 140725
1849256, AMT_PRD_USED, 30.38, 7.5942, 140725
1849258, LBS_PRD_USED, 3.1987, 3.1987, 140726
1849258, AMT_PRD_USED, 11.25, 2.8127, 140726
1849260, LBS_PRD_USED, 2.1325, 2.1325, 140727
1849260, AMT_PRD_USED, 7.5, 1.8751, 140727
1849262, LBS_PRD_USED, 1.7771, 1.7771, 140728
1849262, AMT_PRD_USED, 6.25, 1.5626, 140728
1867891, ACRE_PLANTED, 3.02, 3.27, 141172
1867892, ACRE_PLANTED, 3.02, 3.27, 141173
1867893, ACRE_PLANTED, 3.02, 3.27, 141174
1867894, ACRE_PLANTED, 3.02, 3.27, 141175
1867895, ACRE_PLANTED, 3.02, 3.27, 141176
1873168, ACRE_PLANTED, 10, 16, 141233
1873169, ACRE_PLANTED, 10, 16, 141234
1873170, ACRE_PLANTED, 10, 16, 141235
1850253, LBS_PRD_USED, 3.8385, 3.8385, 140768
1850253, AMT_PRD_USED, 13.5, 3.3752, 140768
1850256, LBS_PRD_USED, 2.2747, 2.2747, 140769
1850256, AMT_PRD_USED, 8, 2.0001, 140769
1846913, LBS_PRD_USED, 5.6596, 5.6596, 140668
1846913, AMT_PRD_USED, 19.91, 4.9766, 140668
1846917, LBS_PRD_USED, 8.9607, 8.9607, 140669
1846917, AMT_PRD_USED, 31.52, 7.8793, 140669
1846919, LBS_PRD_USED, 4.1882, 4.1882, 140670
1846919, AMT_PRD_USED, 14.73, 3.6827, 140670
1848867, AMT_PRD_USED, 7.25, 1.8126, 140705
1848870, LBS_PRD_USED, 1.2795, 1.2795, 140706
1848870, AMT_PRD_USED, 4.5, 1.1251, 140706
1848873, LBS_PRD_USED, 5.118, 5.118, 140707
1848873, AMT_PRD_USED, 18, 4.5003, 140707
1873329, ACRE_PLANTED, 37.5, 40, 141236
1873330, ACRE_PLANTED, 37.5, 40, 141237
1873331, ACRE_PLANTED, 37.5, 40, 141238
1873332, ACRE_PLANTED, 37.5, 40, 141239
1873333, ACRE_PLANTED, 37.5, 40, 141240
1873334, ACRE_PLANTED, 37.5, 40, 141241
1846936, LBS_PRD_USED, .3739, .3739, 140671
1846936, AMT_PRD_USED, 1.32, .3288, 140671
1846938, LBS_PRD_USED, 6.8353, 6.8353, 140672
1846938, AMT_PRD_USED, 24.04, 6.0104, 140672
1846941, LBS_PRD_USED, 3.9906, 3.9906, 140673
1846941, AMT_PRD_USED, 14.03, 3.509, 140673
1846943, LBS_PRD_USED, 14.7895, 14.7895, 140674
1846943, AMT_PRD_USED, 52.01, 13.0046, 140674
1873390, ACRE_PLANTED, 96.8, 98, 141242
1873391, ACRE_PLANTED, 96.8, 98, 141243
1873392, ACRE_PLANTED, 96.8, 98, 141244
1850832, LBS_PRD_USED, 1.706, 1.706, 140790
1850832, AMT_PRD_USED, 6, 1.5001, 140790
1850835, LBS_PRD_USED, 1.0662, 1.0662, 140791
1850835, AMT_PRD_USED, 3.75, .9376, 140791
1847421, LBS_PRD_USED, 10.6411, 10.6411, 140684
1847421, AMT_PRD_USED, 37.42, 9.3568, 140684
1849264, LBS_PRD_USED, 3.9096, 3.9096, 140729
1849264, AMT_PRD_USED, 13.75, 3.4377, 140729
1849266, LBS_PRD_USED, 2.7722, 2.7722, 140730
1849266, AMT_PRD_USED, 9.75, 2.4377, 140730
1849268, LBS_PRD_USED, 1.2439, 1.2439, 140731
1849268, AMT_PRD_USED, 4.38, 1.0938, 140731
1855415, LBS_PRD_USED, 1.9321, 1.9321, 140858
1855415, AMT_PRD_USED, 696, 28.7122, 140858
1847047, LBS_PRD_USED, 1.7344, 1.7344, 140675
1847047, AMT_PRD_USED, 6.1, 1.5251, 140675
1847052, LBS_PRD_USED, 22.0328, 22.0328, 140676
1847052, AMT_PRD_USED, 77.49, 19.3737, 140676
1847055, LBS_PRD_USED, 3.7702, 3.7702, 140677
1847055, AMT_PRD_USED, 13.26, 3.3152, 140677
1847058, ACRE_TREATED, .86, 3.44, 140678
1847061, LBS_PRD_USED, 1.126, 1.126, 140679
1847061, AMT_PRD_USED, 3.96, .9901, 140679
1847064, LBS_PRD_USED, 1.2539, 1.2539, 140680
1847064, AMT_PRD_USED, 4.41, 1.1026, 140680
1855642, LBS_PRD_USED, .8715, .8715, 140881
1855642, AMT_PRD_USED, 12.3, .75, 140881
1855643, LBS_PRD_USED, 2.3241, 2.3241, 140882
1855643, AMT_PRD_USED, 32.8, 2, 140882
1850349, LBS_PRD_USED, 1.9903, 1.9903, 140770
1850349, AMT_PRD_USED, 7, 1.7501, 140770
1850352, LBS_PRD_USED, 2.4879, 2.4879, 140771
1850352, AMT_PRD_USED, 8.75, 2.1876, 140771
1850355, LBS_PRD_USED, .2132, .2132, 140772
1850355, AMT_PRD_USED, .75, .1875, 140772
1850358, LBS_PRD_USED, 2.8433, 2.8433, 140773
1850358, AMT_PRD_USED, 10, 2.5002, 140773
1850361, LBS_PRD_USED, 1.4217, 1.4217, 140774
1850361, AMT_PRD_USED, 5, 1.2501, 140774
1850364, LBS_PRD_USED, 1.0662, 1.0662, 140775
1850364, AMT_PRD_USED, 3.75, .9376, 140775
1850367, LBS_PRD_USED, .2132, .2132, 140776
1850367, AMT_PRD_USED, .75, .1875, 140776
1850370, LBS_PRD_USED, 2.559, 2.559, 140777
1850370, AMT_PRD_USED, 9, 2.2501, 140777
1849006, LBS_PRD_USED, 2.0884, 2.0884, 140709
1849006, AMT_PRD_USED, 7.34, 1.8364, 140709
1849010, LBS_PRD_USED, 15.4065, 15.4065, 140710
1849010, AMT_PRD_USED, 54.19, 13.5471, 140710
1849026, LBS_PRD_USED, 25.5543, 25.5543, 140711
1849026, AMT_PRD_USED, 89.88, 22.4702, 140711
1849029, LBS_PRD_USED, 15.7847, 15.7847, 140712
1849029, AMT_PRD_USED, 55.51, 13.8796, 140712
1849752, LBS_PRD_USED, 1.1373, 1.1373, 140753
1849752, AMT_PRD_USED, 4, 1.0001, 140753
1849755, LBS_PRD_USED, 2.2747, 2.2747, 140754
1849755, AMT_PRD_USED, 8, 2.0001, 140754
1849758, LBS_PRD_USED, 1.706, 1.706, 140755
1849758, AMT_PRD_USED, 6, 1.5001, 140755
1849761, LBS_PRD_USED, 1.2795, 1.2795, 140756
1849688, ACRE_PLANTED, 24.5, 24.56, 140733
1849689, ACRE_PLANTED, 24.5, 24.56, 140734
1849690, ACRE_PLANTED, 24.5, 24.56, 140735
1849691, ACRE_PLANTED, 24.5, 24.56, 140736
1849692, ACRE_PLANTED, 24.5, 24.56, 140737
1849761, AMT_PRD_USED, 4.5, 1.1251, 140756
1849726, LBS_PRD_USED, 1.1373, 1.1373, 140741
1849726, AMT_PRD_USED, 4, 1.0001, 140741
1849728, LBS_PRD_USED, 5.4734, 5.4734, 140742
1849728, AMT_PRD_USED, 19.25, 4.8128, 140742
1849730, LBS_PRD_USED, 2.1325, 2.1325, 140743
1849730, AMT_PRD_USED, 7.5, 1.8751, 140743
1849732, LBS_PRD_USED, 1.2439, 1.2439, 140744
1849732, AMT_PRD_USED, 4.38, 1.0938, 140744
1849734, LBS_PRD_USED, 1.0662, 1.0662, 140745
1849734, AMT_PRD_USED, 3.75, .9376, 140745
1849736, LBS_PRD_USED, 3.5541, 3.5541, 140746
1849736, AMT_PRD_USED, 12.5, 3.1252, 140746
1849738, LBS_PRD_USED, 3.5541, 3.5541, 140747
1849738, AMT_PRD_USED, 12.5, 3.1252, 140747
1849740, LBS_PRD_USED, 3.9096, 3.9096, 140748
1849740, AMT_PRD_USED, 13.75, 3.4377, 140748
1849742, LBS_PRD_USED, 1.5638, 1.5638, 140749
1849742, AMT_PRD_USED, 5.5, 1.3751, 140749
1849744, LBS_PRD_USED, 1.0662, 1.0662, 140750
1849744, AMT_PRD_USED, 3.75, .9376, 140750
1849746, LBS_PRD_USED, .391, .391, 140751
1849746, AMT_PRD_USED, 1.38, .3438, 140751
1849749, LBS_PRD_USED, 2.2747, 2.2747, 140752
1849749, AMT_PRD_USED, 8, 2.0001, 140752
1849693, ACRE_PLANTED, 24.5, 24.56, 140738
1849694, ACRE_PLANTED, 24.5, 24.56, 140739
1849695, ACRE_PLANTED, 24.5, 24.56, 140740
1847524, LBS_PRD_USED, 11.75, 11.75, 140685
1847524, AMT_PRD_USED, 41.33, 10.3319, 140685
1847533, LBS_PRD_USED, 11.4841, 11.4841, 140686
1847533, AMT_PRD_USED, 40.39, 10.0981, 140686
1859531, SITE_CODE, 999990, -1, 140965
1859532, SITE_CODE, 999990, -1, 140966
1859533, SITE_CODE, 999990, -1, 140967
1845504, LBS_PRD_USED, 4.41, 4.41, 140637
1845504, AMT_PRD_USED, 15.51, 3.8777, 140637
1845506, LBS_PRD_USED, 2.4694, 2.4694, 140638
1845506, AMT_PRD_USED, 8.69, 2.1714, 140638
1849033, LBS_PRD_USED, 4.6915, 4.6915, 140713
1849033, AMT_PRD_USED, 16.5, 4.1253, 140713
1849036, LBS_PRD_USED, 1.4345, 1.4345, 140714
1849036, AMT_PRD_USED, 5.05, 1.2613, 140714
1849040, LBS_PRD_USED, 4.6374, 4.6374, 140715
1849040, AMT_PRD_USED, 16.31, 4.0778, 140715
1845587, LBS_PRD_USED, 13.6778, 13.6778, 140639
1845587, AMT_PRD_USED, 48.1, 12.027, 140639
1845593, LBS_PRD_USED, 3.955, 3.955, 140640
1845593, AMT_PRD_USED, 13.91, 3.4777, 140640
1859584, SITE_CODE, 999990, -1, 140968
1859611, SITE_CODE, 999990, -1, 140969
1859612, SITE_CODE, 999990, -1, 140970
1859613, SITE_CODE, 999990, -1, 140971
1859614, SITE_CODE, 999990, -1, 140972
1859615, SITE_CODE, 999990, -1, 140973
1859616, SITE_CODE, 999990, -1, 140974
1859617, SITE_CODE, 999990, -1, 140975
1859618, SITE_CODE, 999990, -1, 140976
1859619, SITE_CODE, 999990, -1, 140977
1859620, SITE_CODE, 999990, -1, 140978
1859621, SITE_CODE, 999990, -1, 140979
1859622, SITE_CODE, 999990, -1, 140980
1859623, SITE_CODE, 999990, -1, 140981
1859624, SITE_CODE, 999990, -1, 140982
1859625, SITE_CODE, 999990, -1, 140983
1859626, SITE_CODE, 999990, -1, 140984
1859627, SITE_CODE, 999990, -1, 140985
